Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
Smart Scale,0000000826,Health,2025-11-20,iShares S&P/Citigroup International Treasury Bond Fund,218.21,42
Oats,0000000827,Food - Grains,2026-06-25,PowerShares Global Water Portfolio,100.39,71
Canned Sardines,0000000828,Food - Seafood,2026-05-09,Nuveen Select Maturities Municipal Fund,470.75,932
Natural Soy Candles,0000000829,Home,2025-06-18,"Ever-Glory International Group, Inc.",738.39,896
Compact Portable Grill,0000000830,Outdoor,2026-07-17,Data I/O Corporation,3.46,639
Honey Sriracha Chicken Bites,0000000831,Food - Frozen Foods,2025-05-10,"Axcelis Technologies, Inc.",767.85,98
Heat-Resistant Silicone Mat,0000000832,Kitchen,2026-01-25,Ascendis Pharma A/S,893.09,837
Nutty Trail Mix,0000000833,Food - Snacks,2026-08-20,"RSP Permian, Inc.",750.37,886
V-Neck Sweater,0000000834,Clothing - Tops,2026-12-02,Progenics Pharmaceuticals Inc.,643.85,811
Tailored Dress Pants,0000000835,Clothing - Bottoms,2026-06-22,UMB Financial Corporation,634.0,858
High-Low Hem Tee,0000000836,Clothing - Tops,2026-03-18,"Reliv' International, Inc.",160.04,648
Maple Pecan Granola,0000000837,Food - Breakfast,2025-10-14,Rand Capital Corporation,922.9,460
Herb Garlic Butter,0000000838,Food - Condiments,2026-03-29,Cadence Bancorporation,919.59,231
Sweet Potato & Kale Hash,0000000839,Food - Prepared Foods,2025-06-09,Pointer Telocation Ltd.,216.44,634
Personal Blender with Travel Lid,0000000840,Kitchen,2025-04-19,Avery Dennison Corporation,676.78,129
Graphic Hoodie,0000000841,Clothing - Outerwear,2026-01-10,TriplePoint Venture Growth BDC Corp.,225.96,827
Dark Chocolate Covered Almonds,0000000842,Food - Snacks,2025-08-27,"Stanley Black & Decker, Inc.",794.48,195
Artisan Bread Loaf,0000000843,Food - Bakery,2025-11-29,Global X Guru Activist ETF,630.74,806
Beef Sirloin Steak,0000000844,Food - Meat,2025-07-10,"General American Investors, Inc.",737.81,893
Smashed Avocado with Lime,0000000845,Food - Condiments,2025-07-18,"Bridgepoint Education, Inc.",703.72,719
Adjustable Pet Grooming Table,0000000846,Pets,2025-12-19,SpartanNash Company,680.39,144
Marinara Parmesan Baked Ziti,0000000847,Food - Frozen Meals,2026-03-20,Lloyds Banking Group Plc,122.13,344
Colorful Post-It Notes Set,0000000848,Office,2025-04-16,Western Digital Corporation,629.7,361
Oatmeal Raisin Cookies,0000000849,Food - Baked Goods,2026-10-09,Capital Southwest Corporation,519.97,423
High-Top Leather Boots,0000000850,Clothing - Footwear,2025-08-25,Uniti Group Inc.,175.49,734
Vegan Caesar Dressing,0000000851,Food - Condiments,2026-05-23,Nuveen Preferred and Income 2022 Term Fund,641.35,753
Herb Seasoned Croutons,0000000852,Food - Salad Toppings,2025-07-01,icad inc.,510.05,64
Portable Bluetooth Speaker,0000000853,Audio,2026-10-29,BlackRock Resources,299.96,803
Spicy Tuna Rolls,0000000854,Food - Seafood,2025-04-06,"Enphase Energy, Inc.",762.68,577
Hydration Backpack,0000000855,Outdoor,2025-11-15,Alpine Total Dynamic Dividend Fund,287.79,927
Laundry Detergent,0000000856,Food - Household,2026-01-10,"Allied World Assurance Company Holdings, AG",480.92,114
Baked Falafel,0000000857,Food - Vegetarian,2026-11-08,First Financial Corporation Indiana,530.08,350
Survival Gear Kit,0000000858,Outdoor,2026-02-16,Cabela's Inc,686.59,903
Inflatable Paddle Board,0000000859,Outdoor,2025-05-12,Bank of Marin Bancorp,958.77,883
Foldable Yoga Mat Carry Bag,0000000860,Fitness,2025-07-21,United Community Financial Corp.,606.1,609
Californian Raisins,0000000861,Food - Dried Fruits,2025-11-16,"MFA Financial, Inc.",840.32,124
Organic Almonds,0000000862,Food - Nuts,2026-11-12,FinTech Acquisition Corp. II,429.36,389
Caraway Rye Bread,0000000863,Food - Bakery,2026-08-03,"RealPage, Inc.",887.92,119
Travel Luggage Scale,0000000864,Travel,2025-06-23,"BSB Bancorp, Inc.",915.29,209
Reusable Coffee Filter,0000000865,Kitchen,2026-04-16,Hugoton Royalty Trust,511.15,518
Puffed Rice Cake,0000000866,Food - Snacks,2026-01-16,WD-40 Company,512.03,637
Vegetable Lentil Soup,0000000867,Food - Canned Goods,2025-08-04,Avista Healthcare Public Acquisition Corp.,994.73,852
Trendy Bomber Jacket,0000000868,Clothing - Outerwear,2026-08-25,Boston Omaha Corporation,786.83,271
Smart Thermos,0000000869,Fitness,2025-10-15,"HTG Molecular Diagnostics, Inc.",17.94,65
Personal Blender,0000000870,Kitchen,2026-10-02,"Onconova Therapeutics, Inc.",544.56,408
Kale Chips,0000000871,Food - Snacks,2026-09-12,"Blucora, Inc.",637.56,556
Ice Cream Maker,0000000872,Kitchen,2026-10-22,Marriot Vacations Worldwide Corporation,808.07,786
Frozen Salmon Filets,0000000873,Food - Seafood,2025-11-18,Fresenius Medical Care Corporation,7.73,400
Crispy Tofu Bites,0000000874,Food - Protein,2025-10-10,PTC Inc.,433.1,421
Cinnamon Spiced Almonds,0000000875,Food - Snacks,2026-08-31,Seagate Technology PLC,734.27,664
Granola,0000000876,Food - Breakfast,2026-01-19,pSivida Corp.,680.35,804
Lemon Zest Olive Oil,0000000877,Food - Oils & Vinegars,2026-05-28,RLJ Lodging Trust,197.05,15
Flavored Popcorn Mix,0000000878,Food - Snacks,2025-05-18,"LegacyTexas Financial Group, Inc.",7.06,716
Silicone Cooking Utensils Set,0000000879,Kitchen,2026-05-06,Zions Bancorporation,365.01,926
Granola Cereal,0000000880,Food - Breakfast,2026-05-18,Flaherty & Crumrine Preferred Securities Income Fund Inc,370.7,602
Baking Powder,0000000881,Food - Baking Goods,2026-11-04,"Huaneng Power International, Inc.",539.99,788
Portable Grill Cover,0000000882,Outdoor,2025-07-07,"China Advanced Construction Materials Group, Inc.",202.16,725
Cinnamon Roll Kit,0000000883,Food - Baking,2025-11-01,"Epizyme, Inc.",755.99,807
Slim Wallet,0000000884,Accessories,2025-11-29,First Trust Mid Cap Value AlphaDEX Fund,471.01,829
Electric Nail File Kit,0000000885,Beauty,2025-12-30,Affimed N.V.,405.39,253
Frozen Pizza,0000000886,Food - Frozen Foods,2026-12-28,R1 RCM Inc.,833.72,317
Spicy Thai Coconut Soup,0000000887,Food - Soups,2026-05-24,Blue Bird Corporation,253.25,716
Pineapple Coconut Yogurt,0000000888,Food - Dairy,2025-05-14,"Revlon, Inc.",407.14,788
Cranberry Orange Oatmeal,0000000889,Food - Breakfast,2025-10-01,Huntsman Corporation,492.45,107
Crispy Rice Treats,0000000890,Food - Snacks,2025-10-27,"Baldwin & Lyons, Inc.",332.16,254
Smart Plug,0000000891,Smart Home,2025-06-30,"Dominion Energy, Inc.",429.85,15
Gardening Tools Set,0000000892,Garden,2025-11-04,"H&E Equipment Services, Inc.",476.14,701
Crew Neck Sweater,0000000893,Clothing - Sweaters,2025-11-20,AngloGold Ashanti Limited,218.39,611
Watercolor Brush Pens,0000000894,Art Supplies,2026-08-16,"Gabelli Convertible and Income Securities Fund, Inc. (The)",563.75,936
Almond Joy Snack Bars,0000000895,Food - Snacks,2025-10-01,"AmTrust Financial Services, Inc.",155.59,587
Motorcycle Phone Mount,0000000896,Automotive,2026-01-03,"Aaron's,  Inc.",334.34,153
Quinoa & Black Bean Salad,0000000897,Food - Salads,2026-06-30,Centrais Electricas Brasileiras S.A.- Eletrobras,991.03,284
Multi-Tool,0000000898,Outdoor,2026-12-16,Cheetah Mobile Inc.,862.24,142
Classic Cheeseburger Mix,0000000899,Food - Meats,2025-11-09,Landec Corporation,246.74,631
Pasta Salad Kit,0000000900,Food - Prepared Foods,2025-12-13,"Mohawk Industries, Inc.",406.36,273
Solar Charger,0000000901,Electronics,2026-01-20,"Cyclacel Pharmaceuticals, Inc.",469.72,961
Fruit & Nut Trail Mix,0000000902,Food - Snacks,2025-07-27,"Synopsys, Inc.",32.62,738
Stainless Steel Water Bottle,0000000904,Fitness,2025-10-24,Mimecast Limited,435.29,480
Mini Projector,0000000905,Electronics,2026-04-30,Kayne Anderson MLP Investment Company,433.09,56
Cream Cheese,0000000906,Food - Dairy,2025-07-11,CMS Energy Corporation,114.23,297
Fruit and Nut Energy Bites,0000000907,Food - Snacks,2026-02-10,"Achillion Pharmaceuticals, Inc.",836.12,385
Portable Speaker Stand,0000000908,Audio,2025-08-13,Stellus Capital Investment Corporation,424.19,734
Marinara Parmesan Baked Ziti,0000000909,Food - Frozen Meals,2026-09-03,"ING Group, N.V.",253.23,771
Graphic Print Leggings,0000000910,Clothing - Activewear,2026-11-03,"CHF Solutions, Inc.",269.49,256
Honey mustard chicken tenders,0000000911,Food - Meat,2026-04-29,Public Storage,996.82,286
Smartphone Projector,0000000912,Electronics,2026-12-24,"Heartland Express, Inc.",658.92,8
Skincare Fridge,0000000913,Beauty,2026-09-24,JM Global Holding Company,695.61,194
Basil Pesto Pasta,0000000914,Food - Prepared Meals,2026-03-29,Putnam Municipal Opportunities Trust,622.02,570
Solar Charger,0000000915,Electronics,2026-04-12,"Computer Programs and Systems, Inc.",856.71,418
Wooden Children's Play Kitchen,0000000916,Toys,2026-01-03,PowerShares KBW Property & Casualty Insurance Portfolio,598.14,314
Balsamic Salad Dressing,0000000917,Food - Deli,2026-04-26,"Amazon.com, Inc.",230.88,252
Smartphone Tripod with Bluetooth Remote,0000000918,Photography,2025-07-13,Great Ajax Corp.,264.44,959
Cheese Stuffed Jalapenos,0000000919,Food - Snacks,2025-09-08,Synaptics Incorporated,373.67,830
USB Flash Drive,0000000920,Storage,2025-04-04,"Burlington Stores, Inc.",942.46,3
Smoky BBQ Jackfruit,0000000921,Food - Grocery,2026-08-09,Capital One Financial Corporation,761.68,275
Graphic Tee,0000000922,Clothing,2026-05-18,Lennar Corporation,48.58,673
Rustic Italian Breads,0000000923,Food - Bakery,2026-01-02,BB&T Corporation,409.22,830
Carrot and Celery Sticks,0000000924,Food - Produce,2025-10-21,"Dynex Capital, Inc.",604.64,635
Bike Repair Tool Kit,0000000925,Outdoor,2025-06-04,"Dominion Energy, Inc.",393.31,775
Vegetable Chips,0000000926,Food - Snacks,2025-09-29,General Finance Corporation,19.96,801
Honey Sesame Cashews,0000000927,Food - Snacks,2026-03-06,Gogo Inc.,152.67,456
Shower Curtain Hooks,0000000928,Home,2025-10-27,Berkshire Hathaway Inc.,156.13,958
Ethically-Sourced Coffee Beans,0000000929,Food - Beverages,2025-04-30,"BioCryst Pharmaceuticals, Inc.",111.85,255
LED Strip Lights,0000000930,Home,2026-07-03,Spherix Incorporated,349.52,115
Buttermilk Pancakes,0000000931,Food - Breakfast,2025-07-25,"TSR, Inc.",124.02,540
Teriyaki Chicken Skewers,0000000932,Food - Meat,2026-10-28,First Trust Enhanced Short Maturity ETF,724.18,362
Outdoor Portable Fire Pit,0000000933,Outdoor,2025-08-03,AECOM,599.49,396
Acoustic Guitar,0000000934,Music,2026-05-04,Digi International Inc.,400.77,582
French Bread,0000000935,Food - Bakery,2025-12-31,"Quad Graphics, Inc",731.64,543
Quinoa Salad,0000000936,Food - Prepared Foods,2026-12-11,"First Financial Northwest, Inc.",220.27,416
Pet Training Pads,0000000937,Pets,2025-04-13,Neonode Inc.,743.3,431
Herbal Tea Infuser,0000000938,Kitchen,2026-01-30,"Ruth's Hospitality Group, Inc.",550.16,451
Puzzle Mat,0000000939,Toys,2025-11-23,TEGNA Inc.,674.78,401
Spinach Artichoke Dip,0000000940,Food - Snacks,2026-09-09,Digirad Corporation,711.82,367
Two-Tier Fruit Basket,0000000941,Home,2025-09-23,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,585.43,236
Glass Food Containers,0000000942,Kitchen,2026-02-26,China Rapid Finance Limited,756.54,435
Summer Tank Dress,0000000943,Clothing - Dresses,2026-11-20,Biohaven Pharmaceutical Holding Company Ltd.,430.68,255
Chunky Knit Sweater,0000000944,Clothing - Tops,2025-09-08,HSBC Holdings plc,997.32,503
Pumpkin Pie Spice,0000000945,Food - Baking,2026-07-12,GoDaddy Inc.,86.92,157
Chocolate Chip Cookie Mix,0000000946,Food - Baking,2025-07-14,Xplore Technologies Corp,737.13,960
Brownie Bites,0000000947,Food - Baked Goods,2025-05-28,"KCAP Financial, Inc.",244.89,120
Cinnamon Raisin Bread,0000000948,Food - Bakery,2026-05-14,"Beasley Broadcast Group, Inc.",48.78,323
Vegetable Spiralizer,0000000949,Kitchen,2025-05-21,DoubleLine Opportunistic Credit Fund,738.15,817
USB Flash Drive,0000000950,Storage,2026-08-12,"Triumph Bancorp, Inc.",993.26,843
Jennifer's Amazing Lip Balm Kit,0000000951,Beauty,2026-05-26,FutureFuel Corp.,773.46,343
Smart Thermostat with Wi-Fi,0000000952,Smart Home,2025-06-27,Unilever NV,706.06,231
Energy Bites,0000000953,Food - Snacks,2025-08-06,"PS Business Parks, Inc.",862.83,272
Whipped Cream Cheese,0000000954,Food - Dairy,2026-12-02,"Nuance Communications, Inc.",447.67,267
Veggie Burger Patties,0000000955,Food - Meat Substitutes,2026-02-22,FIRST REPUBLIC BANK,414.47,868
Honey Roasted Almonds,0000000956,Food - Snacks,2026-05-21,"Neuralstem, Inc.",542.28,784
Homestyle Chicken Noodle Soup,0000000957,Food - Canned Goods,2026-06-06,"Kura Oncology, Inc.",907.28,647
Outdoor Adventure Kit,0000000958,Outdoor,2025-12-10,"GTY Technology Holdings, Inc.",256.92,575
Fruit and Nut Medley,0000000959,Food - Snacks,2025-04-03,"Tableau Software, Inc.",964.32,42
Stainless Steel Grater,0000000960,Kitchen,2025-06-24,Strongbridge Biopharma plc,656.17,451
Maple Pecan Pancake Mix,0000000961,Food - Breakfast,2025-07-10,"KemPharm, Inc.",40.27,752
Children's Educational Puzzle,0000000962,Toys,2026-12-22,"Wheeler Real Estate Investment Trust, Inc.",812.87,43
Sea Salt Tortilla Chips,0000000963,Food - Snacks,2026-09-25,First Trust Large Cap Core AlphaDEX Fund,11.6,606
Miso Dressing,0000000964,Food - Dressings,2026-08-11,"Pernix Therapeutics Holdings, Inc.",436.01,121
Mini Cordless Vacuum Cleaner,0000000965,Home Appliances,2026-11-02,"Dicerna Pharmaceuticals, Inc.",982.3,187
Collapsible Colander,0000000966,Kitchen,2026-08-21,California Water  Service Group Holding,281.65,75
Arcade Game Machine,0000000967,Gaming,2026-10-27,RELX N.V.,48.44,909
Striped Long Sleeve Shirt,0000000968,Clothing - Shirts,2026-03-26,Invitation Homes Inc.,572.2,910
Smartphone Photography Tripod,0000000969,Electronics,2026-03-13,Schlumberger N.V.,935.29,873
Smart Light Switch,0000000970,Smart Home,2026-01-02,"FRONTEO, Inc.",992.54,922
Chipotle Lime Salsa,0000000971,Food - Condiments,2026-06-12,W.R. Grace & Co.,525.52,945
Chickpea Pancakes,0000000972,Food - Frozen,2025-04-06,"NewStar Financial, Inc.",730.23,878
Couscous Mix,0000000973,Food - Grains,2026-11-20,PowerShares DWA Financial Momentum Portfolio,867.7,416
Vegetarian Chili,0000000974,Food - Canned Goods,2026-11-26,Diamondrock Hospitality Company,71.26,639
Smartphone Projector Kit,0000000975,Electronics,2026-05-01,Occidental Petroleum Corporation,52.59,925
Portable Pet Pooper Scooper,0000000976,Pets,2026-07-11,Boulevard Acquisition Corp. II,179.18,831
BBQ Jackfruit,0000000977,Food - Prepared Foods,2026-11-21,Digimarc Corporation,488.05,266
Paprika,0000000978,Food - Spices,2026-09-15,First Trust NASDAQ Smartphone Index Fund,18.35,874
Beef Jerky,0000000979,Food - Snacks,2025-05-15,"CalAtlantic Group, Inc.",928.98,794
Indoor Plants,0000000980,Garden,2025-12-03,Arc Logistic Partners LP,798.54,21
Wrist Support Brace,0000000981,Health,2025-04-06,"Lincoln Electric Holdings, Inc.",561.65,127
Electric Wine Opener,0000000982,Kitchen,2026-06-30,CPS Technologies Corp.,671.3,224
Smoked Salmon,0000000983,Food - Seafood,2026-01-26,Allstate Corporation (The),398.84,221
Car Vacuum,0000000984,Automotive,2026-01-04,Eastern Company (The),202.14,510
Classic Black Trousers,0000000985,Clothing - Pants,2026-06-04,Nuveen Multi-Market Income Fund,138.13,546
Stainless Steel Water Bottle,0000000986,Fitness,2026-09-07,Boulevard Acquisition Corp. II,687.57,236
Spicy Hummus,0000000987,Food - Deli,2025-09-28,Ryanair Holdings plc,67.66,186
Fruit and Nut Medley,0000000988,Food - Snacks,2026-07-13,"CF Industries Holdings, Inc.",452.34,249
Caramel Apple Chips,0000000989,Food - Snacks,2026-11-08,Colfax Corporation,404.17,406
Garlic and Herb Cream Cheese,0000000990,Food - Dairy,2026-06-05,Ferrari N.V.,162.75,818
Lentil Vegetable Curry,0000000991,Food - Prepared Meals,2025-11-16,"United Natural Foods, Inc.",827.72,908
Air Purifier,0000000992,Home,2025-05-30,China Southern Airlines Company Limited,644.39,151
Solar Charger,0000000994,Electronics,2025-08-20,Wintrust Financial Corporation,291.67,559
Home Cleaning Robot,0000000004,Home Appliances,2026-08-03,"First Community Financial Partners, Inc.",35.45,848
Wireless Keyboard and Mouse Combo,0000000000,Electronics,2026-07-23,Unisys Corporation,830.95,433,EXTRA
Multifunctional Baby Bottle Warmer,0000000995,Baby,2026-02-11,"PDL BioPharma, Inc.",450.25,993
