SucursalID,Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
SUC-020,Mango Chunks,0000000738,Food - Frozen Fruits,2026-04-03,Aluminum Corporation of China Limited,661.02,175
SUC-001,Vegetable Quinoa Bowl,0000000739,Food - Frozen Meals,2026-06-13,"Evertec, Inc.",382.06,745
SUC-005,Berries Medley,0000000740,Food - Produce,2026-03-26,State Bank Financial Corporation.,750.25,20
SUC-003,Organic Coconut Oil,0000000741,Food - Oils,2026-09-24,Entergy Texas Inc,732.04,536
SUC-019,Sports Water Bottle with Infuser,0000000742,Fitness,2025-09-09,Vulcan Materials Company,417.87,280
SUC-024,Window Blinds,0000000743,Home,2026-02-21,"Uni-Pixel, Inc.",71.37,341
SUC-010,Tomato Sauce,0000000744,Food - Canned Goods,2025-08-19,People's Utah Bancorp,492.24,268
SUC-027,Chicken Salad Kit,0000000745,Food - Prepared Foods,2026-12-24,FedEx Corporation,890.72,312
SUC-015,Magnetic Spice Containers,0000000746,Kitchen,2026-05-18,"Dorchester Minerals, L.P.",251.91,926
SUC-025,Cold Brew Coffee Maker,0000000747,Kitchen,2025-09-30,Quinpario Acquisition Corp. 2,869.76,758
SUC-010,Wireless Charging Pad,0000000748,Accessories,2026-11-14,BlackRock Municipal Target Term Trust Inc. (The),173.35,920
SUC-010,Hot Salsa,0000000749,Food - Dips,2026-11-03,Future FinTech Group Inc.,127.43,689
SUC-006,Portable Air Compressor,0000000750,Automotive,2026-09-18,Dr. Reddy's Laboratories Ltd,418.02,216
SUC-030,Collapsible Storage Crates,0000000751,Home,2026-06-11,Quaker Chemical Corporation,958.95,271
SUC-024,Pumpkin Seeds,0000000752,Food - Snacks,2025-04-09,"TriState Capital Holdings, Inc.",464.27,561
SUC-014,Training Soccer Ball,0000000753,Sports,2026-12-13,"Allied Healthcare Products, Inc.",630.19,617
SUC-017,Fitness Mat,0000000754,Fitness,2026-12-03,Korea Electric Power Corporation,85.31,141
SUC-012,Basmati Rice,0000000755,Food - Grains,2026-02-14,"Fortress Biotech, Inc.",338.17,223
SUC-003,Oven-Baked Sweet Potato Fries,0000000756,Food - Frozen Foods,2025-12-18,Wells Fargo & Company,763.75,30
SUC-011,Portable Solar Path Lights,0000000757,Outdoor,2025-12-09,Comerica Incorporated,196.93,147
SUC-015,Sunglasses,0000000758,Accessories,2025-10-08,Verizon Communications Inc.,294.58,480
SUC-003,Cheddar Cheese Slices,0000000759,Food - Dairy,2026-12-26,Garmin Ltd.,396.71,350
SUC-012,Chocolate Syrup,0000000760,Food - Condiments,2025-05-28,"Waddell & Reed Financial, Inc.",893.1,307
SUC-008,Portable Air Conditioner,0000000761,Home Appliances,2025-11-06,Enel Generacion Chile S.A.,893.24,398
SUC-006,Almond Joy Protein Bars,0000000762,Food - Snacks,2025-07-05,"Trupanion, Inc.",605.79,426
SUC-015,Spicy Tuna Sushi Kit,0000000763,Food - Prepared Meals,2025-06-24,"Oil States International, Inc.",82.48,20
SUC-024,Telescope,0000000764,Outdoor,2025-09-04,"Rollins, Inc.",871.63,998
SUC-024,Chicken Parmesan Dinner Kit,0000000765,Food - Frozen Meals,2026-06-24,"Home Federal Bancorp, Inc. of Louisiana",810.85,125
SUC-014,Almond Crunch Granola Bars,0000000766,Food - Snacks,2025-04-18,"Celadon Group, Inc.",251.9,710
SUC-003,Toasted Coconut Granola,0000000767,Food - Breakfast,2026-11-26,JM Global Holding Company,930.92,734
SUC-026,Children's Art Set,0000000768,Toys,2025-05-22,"ARC Document Solutions, Inc.",899.7,333
SUC-008,Carrot Sticks,0000000769,Food - Produce,2026-02-23,Magellan Midstream Partners L.P.,695.9,475
SUC-004,Karaoke Microphone,0000000770,Music,2026-12-28,Regal Entertainment Group,703.33,614
SUC-009,Smart Fitness Scale,0000000771,Fitness,2025-05-19,Ascendis Pharma A/S,512.14,553
SUC-021,Portable SSD,0000000772,Storage,2025-06-25,Kansas City Southern,348.79,919
SUC-012,Trackpad for Laptop,0000000773,Accessories,2025-06-12,Rocket Fuel Inc.,765.32,977
SUC-006,Collapsible Camping Cup,0000000774,Outdoor,2025-06-06,Tesco Corporation,102.83,710
SUC-026,Non-Slip Yoga Socks,0000000775,Fitness,2026-12-19,"Power Integrations, Inc.",968.81,587
SUC-003,Handheld Garment Steamer,0000000776,Home,2026-03-08,Bank Of Montreal,721.42,291
SUC-025,Noise-Canceling Earbuds,0000000777,Audio,2025-07-17,Quarterhill Inc.,707.75,319
SUC-025,Chili Garlic Sauce,0000000778,Food - Condiments,2025-10-17,Commercial Metals Company,686.25,609
SUC-001,Over-the-Door Shoe Organizer,0000000779,Home,2026-12-17,"Impax Laboratories, Inc.",889.31,458
SUC-024,Two-Tone Windbreaker,0000000780,Clothing - Outerwear,2025-07-07,"Prudential Short Duration High Yield Fund, Inc.",659.21,457
SUC-027,Tortilla Chips,0000000781,Food - Snacks,2026-01-23,"TripAdvisor, Inc.",312.51,83
SUC-018,Kids' Learning Tablet,0000000782,Electronics,2026-07-02,"Schmitt Industries, Inc.",549.72,40
SUC-008,Traditional Hummus,0000000783,Food - Dips,2026-07-23,"Stratasys, Ltd.",499.24,767
SUC-027,Electric Fondue Pot,0000000784,Kitchen,2025-09-29,"Maiden Holdings, Ltd.",380.69,610
SUC-027,Craft Beer Mustard,0000000785,Food - Condiments,2026-10-16,"First Solar, Inc.",920.55,340
SUC-017,Coconut Curry Sauce,0000000786,Food - Sauces,2026-09-28,"Aberdeen Japan Equity Fund, Inc. ",599.9,868
SUC-005,Mini Waffle Maker,0000000787,Kitchen,2026-09-14,"CareDx, Inc.",84.65,57
SUC-028,Microfiber Cleaning Cloths,0000000788,Home,2025-08-03,"PFSweb, Inc.",369.37,146
SUC-014,Ceramic Non-Stick Frying Pan,0000000789,Kitchen,2026-12-30,Workiva Inc.,335.36,801
SUC-010,Strawberry Banana Smoothie Pack,0000000790,Food - Frozen,2026-08-08,Callon Petroleum Company,680.01,632
SUC-019,Fruit and Nut Medley,0000000791,Food - Snacks,2025-07-10,Veeco Instruments Inc.,6.59,190
SUC-022,Couscous Mix,0000000792,Food - Grains,2025-07-26,Vanguard Intermediate-Term Corporate Bond ETF,177.95,551
SUC-006,Peach Mango Smoothie,0000000793,Food - Beverages,2026-03-27,Ecolab Inc.,945.74,311
SUC-029,Compact Electric Kettle,0000000794,Kitchen,2026-04-14,V.F. Corporation,177.2,837
SUC-010,Gardening Tool Belt,0000000795,Garden,2026-01-31,Zions Bancorporation,800.37,248
SUC-019,Coffee Making Kit,0000000796,Kitchen,2025-09-06,Cliffs Natural Resources Inc.,633.06,559
SUC-019,Berry Smoothie Mix,0000000797,Food - Frozen Foods,2025-05-06,Giga-tronics Incorporated,124.65,314
SUC-017,Garlic Parmesan Wings,0000000798,Food - Frozen Foods,2026-01-06,Comp En De Mn Cemig ADS,623.46,838
SUC-005,Kale and Quinoa Salad,0000000799,Food - Salads,2026-12-05,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",16.43,566
SUC-003,Savory Breakfast Sausage,0000000800,Food - Meats,2025-12-31,Myovant Sciences Ltd.,709.23,2
SUC-023,Frozen Berry Blend,0000000801,Food - Frozen Foods,2026-05-05,"Blackrock MuniEnhanced Fund, Inc.",880.37,239
SUC-025,Protein Pancake Mix,0000000802,Food - Breakfast,2025-10-20,"Ultra Clean Holdings, Inc.",291.91,100
SUC-008,Cinnamon Sugar Tortilla Chips,0000000803,Food - Snacks,2026-12-08,J & J Snack Foods Corp.,103.73,853
SUC-002,Wireless Music Receiver,0000000804,Audio,2025-06-17,Kamada Ltd.,383.16,372
SUC-003,Pomegranate Juice,0000000805,Food - Beverages,2026-08-05,Tesoro Corporation,322.71,918
SUC-028,Barbecue Chicken Pizza,0000000806,Food - Frozen Foods,2026-12-25,"Full House Resorts, Inc.",572.79,199
SUC-025,Corn Tortillas,0000000807,Food - Bakery,2026-03-22,Federated National Holding Company,517.74,526
SUC-005,Smart Home Security Camera,0000000808,Smart Home,2026-01-14,"Prologis, Inc.",675.68,736
SUC-025,Honey Butter Popcorn,0000000809,Food - Snacks,2026-01-19,"ABIOMED, Inc.",599.35,97
SUC-005,Chicken Parmesan Dinner Kit,0000000810,Food - Frozen Meals,2026-05-06,"Selective Insurance Group, Inc.",57.14,988
SUC-005,BBQ Lentil Chips,0000000811,Food - Snacks,2026-06-19,ContraFect Corporation,278.5,215
SUC-012,Lightweight Backpacking Tent,0000000812,Outdoor,2026-10-26,"United States Lime & Minerals, Inc.",717.49,386
SUC-027,Electric Griddle with Lid,0000000813,Kitchen,2025-05-21,Array BioPharma Inc.,48.04,966
SUC-015,Graphic Print Leggings,0000000814,Clothing - Activewear,2026-11-15,Fluor Corporation,416.18,157
SUC-018,Pet Water Fountain with Filtration,0000000815,Pets,2026-07-24,"Under Armour, Inc.",401.2,206
SUC-014,Chocolate Syrup,0000000816,Food - Condiments,2026-10-02,Community Bankers Trust Corporation.,924.0,548
SUC-010,Smart WiFi Plug,0000000817,Smart Home,2025-07-03,"AppFolio, Inc.",552.09,202
SUC-014,Fitness Tracker Watch,0000000818,Wearable Tech,2026-11-07,Autobytel Inc.,732.24,498
SUC-023,Oven Thermometer,0000000819,Kitchen,2025-12-19,Jabil Inc.,805.77,311
SUC-019,Over-Ear Headphones,0000000820,Audio,2026-09-13,Arbor Realty Trust,575.21,869
SUC-002,Electric Pressure Washer,0000000821,Home Improvement,2025-06-13,CA Inc.,130.95,418
SUC-021,Chia Seeds,0000000822,Food - Grains,2026-05-23,iShares Morningstar Mid-Cap ETF,714.46,62
SUC-014,Personal Security Alarm Keychain,0000000823,Safety,2025-10-30,"Banco Santander, S.A.",859.64,329
SUC-029,Electric Stool Heater,0000000824,Home,2025-04-24,Weingarten Realty Investors,634.42,650
SUC-030,Heat-Resistant Silicone Mat,0000000825,Kitchen,2026-09-16,Molson Coors Brewing  Company,823.41,841
SUC-007,Smart Scale,0000000826,Health,2025-11-20,iShares S&P/Citigroup International Treasury Bond Fund,218.21,42
SUC-016,Oats,0000000827,Food - Grains,2026-06-25,PowerShares Global Water Portfolio,100.39,71
SUC-008,Canned Sardines,0000000828,Food - Seafood,2026-05-09,Nuveen Select Maturities Municipal Fund,470.75,932
SUC-001,Natural Soy Candles,0000000829,Home,2025-06-18,"Ever-Glory International Group, Inc.",738.39,896
SUC-009,Compact Portable Grill,0000000830,Outdoor,2026-07-17,Data I/O Corporation,3.46,639
SUC-028,Honey Sriracha Chicken Bites,0000000831,Food - Frozen Foods,2025-05-10,"Axcelis Technologies, Inc.",767.85,98
SUC-012,Heat-Resistant Silicone Mat,0000000832,Kitchen,2026-01-25,Ascendis Pharma A/S,893.09,837
SUC-018,Nutty Trail Mix,0000000833,Food - Snacks,2026-08-20,"RSP Permian, Inc.",750.37,886
SUC-023,V-Neck Sweater,0000000834,Clothing - Tops,2026-12-02,Progenics Pharmaceuticals Inc.,643.85,811
SUC-015,Tailored Dress Pants,0000000835,Clothing - Bottoms,2026-06-22,UMB Financial Corporation,634.0,858
SUC-011,High-Low Hem Tee,0000000836,Clothing - Tops,2026-03-18,"Reliv' International, Inc.",160.04,648
SUC-024,Maple Pecan Granola,0000000837,Food - Breakfast,2025-10-14,Rand Capital Corporation,922.9,460
SUC-005,Herb Garlic Butter,0000000838,Food - Condiments,2026-03-29,Cadence Bancorporation,919.59,231
SUC-015,Sweet Potato & Kale Hash,0000000839,Food - Prepared Foods,2025-06-09,Pointer Telocation Ltd.,216.44,634
SUC-026,Personal Blender with Travel Lid,0000000840,Kitchen,2025-04-19,Avery Dennison Corporation,676.78,129
SUC-003,Graphic Hoodie,0000000841,Clothing - Outerwear,2026-01-10,TriplePoint Venture Growth BDC Corp.,225.96,827
SUC-014,Dark Chocolate Covered Almonds,0000000842,Food - Snacks,2025-08-27,"Stanley Black & Decker, Inc.",794.48,195
SUC-012,Artisan Bread Loaf,0000000843,Food - Bakery,2025-11-29,Global X Guru Activist ETF,630.74,806
SUC-010,Beef Sirloin Steak,0000000844,Food - Meat,2025-07-10,"General American Investors, Inc.",737.81,893
SUC-026,Smashed Avocado with Lime,0000000845,Food - Condiments,2025-07-18,"Bridgepoint Education, Inc.",703.72,719
SUC-012,Adjustable Pet Grooming Table,0000000846,Pets,2025-12-19,SpartanNash Company,680.39,144
SUC-002,Marinara Parmesan Baked Ziti,0000000847,Food - Frozen Meals,2026-03-20,Lloyds Banking Group Plc,122.13,344
SUC-002,Colorful Post-It Notes Set,0000000848,Office,2025-04-16,Western Digital Corporation,629.7,361
SUC-027,Oatmeal Raisin Cookies,0000000849,Food - Baked Goods,2026-10-09,Capital Southwest Corporation,519.97,423
SUC-009,High-Top Leather Boots,0000000850,Clothing - Footwear,2025-08-25,Uniti Group Inc.,175.49,734
SUC-026,Vegan Caesar Dressing,0000000851,Food - Condiments,2026-05-23,Nuveen Preferred and Income 2022 Term Fund,641.35,753
SUC-007,Herb Seasoned Croutons,0000000852,Food - Salad Toppings,2025-07-01,icad inc.,510.05,64
SUC-006,Portable Bluetooth Speaker,0000000853,Audio,2026-10-29,BlackRock Resources,299.96,803
SUC-016,Spicy Tuna Rolls,0000000854,Food - Seafood,2025-04-06,"Enphase Energy, Inc.",762.68,577
SUC-021,Hydration Backpack,0000000855,Outdoor,2025-11-15,Alpine Total Dynamic Dividend Fund,287.79,927
SUC-009,Laundry Detergent,0000000856,Food - Household,2026-01-10,"Allied World Assurance Company Holdings, AG",480.92,114
SUC-001,Baked Falafel,0000000857,Food - Vegetarian,2026-11-08,First Financial Corporation Indiana,530.08,350
SUC-009,Survival Gear Kit,0000000858,Outdoor,2026-02-16,Cabela's Inc,686.59,903
SUC-027,Inflatable Paddle Board,0000000859,Outdoor,2025-05-12,Bank of Marin Bancorp,958.77,883
SUC-005,Foldable Yoga Mat Carry Bag,0000000860,Fitness,2025-07-21,United Community Financial Corp.,606.1,609
SUC-018,Californian Raisins,0000000861,Food - Dried Fruits,2025-11-16,"MFA Financial, Inc.",840.32,124
SUC-003,Organic Almonds,0000000862,Food - Nuts,2026-11-12,FinTech Acquisition Corp. II,429.36,389
SUC-006,Caraway Rye Bread,0000000863,Food - Bakery,2026-08-03,"RealPage, Inc.",887.92,119
SUC-029,Travel Luggage Scale,0000000864,Travel,2025-06-23,"BSB Bancorp, Inc.",915.29,209
SUC-029,Reusable Coffee Filter,0000000865,Kitchen,2026-04-16,Hugoton Royalty Trust,511.15,518
SUC-003,Puffed Rice Cake,0000000866,Food - Snacks,2026-01-16,WD-40 Company,512.03,637
SUC-004,Vegetable Lentil Soup,0000000867,Food - Canned Goods,2025-08-04,Avista Healthcare Public Acquisition Corp.,994.73,852
SUC-013,Trendy Bomber Jacket,0000000868,Clothing - Outerwear,2026-08-25,Boston Omaha Corporation,786.83,271
SUC-003,Smart Thermos,0000000869,Fitness,2025-10-15,"HTG Molecular Diagnostics, Inc.",17.94,65
SUC-007,Personal Blender,0000000870,Kitchen,2026-10-02,"Onconova Therapeutics, Inc.",544.56,408
SUC-012,Kale Chips,0000000871,Food - Snacks,2026-09-12,"Blucora, Inc.",637.56,556
SUC-004,Ice Cream Maker,0000000872,Kitchen,2026-10-22,Marriot Vacations Worldwide Corporation,808.07,786
SUC-015,Frozen Salmon Filets,0000000873,Food - Seafood,2025-11-18,Fresenius Medical Care Corporation,7.73,400
SUC-028,Crispy Tofu Bites,0000000874,Food - Protein,2025-10-10,PTC Inc.,433.1,421
SUC-001,Cinnamon Spiced Almonds,0000000875,Food - Snacks,2026-08-31,Seagate Technology PLC,734.27,664
SUC-009,Granola,0000000876,Food - Breakfast,2026-01-19,pSivida Corp.,680.35,804
SUC-006,Lemon Zest Olive Oil,0000000877,Food - Oils & Vinegars,2026-05-28,RLJ Lodging Trust,197.05,15
SUC-016,Flavored Popcorn Mix,0000000878,Food - Snacks,2025-05-18,"LegacyTexas Financial Group, Inc.",7.06,716
SUC-004,Silicone Cooking Utensils Set,0000000879,Kitchen,2026-05-06,Zions Bancorporation,365.01,926
SUC-001,Granola Cereal,0000000880,Food - Breakfast,2026-05-18,Flaherty & Crumrine Preferred Securities Income Fund Inc,370.7,602
SUC-025,Baking Powder,0000000881,Food - Baking Goods,2026-11-04,"Huaneng Power International, Inc.",539.99,788
SUC-007,Portable Grill Cover,0000000882,Outdoor,2025-07-07,"China Advanced Construction Materials Group, Inc.",202.16,725
SUC-025,Cinnamon Roll Kit,0000000883,Food - Baking,2025-11-01,"Epizyme, Inc.",755.99,807
SUC-017,Slim Wallet,0000000884,Accessories,2025-11-29,First Trust Mid Cap Value AlphaDEX Fund,471.01,829
SUC-008,Electric Nail File Kit,0000000885,Beauty,2025-12-30,Affimed N.V.,405.39,253
SUC-006,Frozen Pizza,0000000886,Food - Frozen Foods,2026-12-28,R1 RCM Inc.,833.72,317
SUC-025,Spicy Thai Coconut Soup,0000000887,Food - Soups,2026-05-24,Blue Bird Corporation,253.25,716
SUC-008,Pineapple Coconut Yogurt,0000000888,Food - Dairy,2025-05-14,"Revlon, Inc.",407.14,788
SUC-022,Cranberry Orange Oatmeal,0000000889,Food - Breakfast,2025-10-01,Huntsman Corporation,492.45,107
SUC-008,Crispy Rice Treats,0000000890,Food - Snacks,2025-10-27,"Baldwin & Lyons, Inc.",332.16,254
SUC-027,Smart Plug,0000000891,Smart Home,2025-06-30,"Dominion Energy, Inc.",429.85,15
SUC-015,Gardening Tools Set,0000000892,Garden,2025-11-04,"H&E Equipment Services, Inc.",476.14,701
SUC-028,Crew Neck Sweater,0000000893,Clothing - Sweaters,2025-11-20,AngloGold Ashanti Limited,218.39,611
SUC-018,Watercolor Brush Pens,0000000894,Art Supplies,2026-08-16,"Gabelli Convertible and Income Securities Fund, Inc. (The)",563.75,936
SUC-010,Almond Joy Snack Bars,0000000895,Food - Snacks,2025-10-01,"AmTrust Financial Services, Inc.",155.59,587
SUC-016,Motorcycle Phone Mount,0000000896,Automotive,2026-01-03,"Aaron's,  Inc.",334.34,153
SUC-018,Quinoa & Black Bean Salad,0000000897,Food - Salads,2026-06-30,Centrais Electricas Brasileiras S.A.- Eletrobras,991.03,284
SUC-028,Multi-Tool,0000000898,Outdoor,2026-12-16,Cheetah Mobile Inc.,862.24,142
SUC-020,Classic Cheeseburger Mix,0000000899,Food - Meats,2025-11-09,Landec Corporation,246.74,631
SUC-013,Pasta Salad Kit,0000000900,Food - Prepared Foods,2025-12-13,"Mohawk Industries, Inc.",406.36,273
SUC-029,Solar Charger,0000000901,Electronics,2026-01-20,"Cyclacel Pharmaceuticals, Inc.",469.72,961
SUC-015,Fruit & Nut Trail Mix,0000000902,Food - Snacks,2025-07-27,"Synopsys, Inc.",32.62,738
SUC-007,Stainless Steel Water Bottle,0000000904,Fitness,2025-10-24,Mimecast Limited,435.29,480
SUC-007,Mini Projector,0000000905,Electronics,2026-04-30,Kayne Anderson MLP Investment Company,433.09,56
SUC-030,Cream Cheese,0000000906,Food - Dairy,2025-07-11,CMS Energy Corporation,114.23,297
SUC-001,Fruit and Nut Energy Bites,0000000907,Food - Snacks,2026-02-10,"Achillion Pharmaceuticals, Inc.",836.12,385
SUC-018,Portable Speaker Stand,0000000908,Audio,2025-08-13,Stellus Capital Investment Corporation,424.19,734
SUC-015,Marinara Parmesan Baked Ziti,0000000909,Food - Frozen Meals,2026-09-03,"ING Group, N.V.",253.23,771
SUC-019,Graphic Print Leggings,0000000910,Clothing - Activewear,2026-11-03,"CHF Solutions, Inc.",269.49,256
SUC-005,Honey mustard chicken tenders,0000000911,Food - Meat,2026-04-29,Public Storage,996.82,286
SUC-027,Smartphone Projector,0000000912,Electronics,2026-12-24,"Heartland Express, Inc.",658.92,8
SUC-006,Skincare Fridge,0000000913,Beauty,2026-09-24,JM Global Holding Company,695.61,194
SUC-028,Basil Pesto Pasta,0000000914,Food - Prepared Meals,2026-03-29,Putnam Municipal Opportunities Trust,622.02,570
SUC-008,Solar Charger,0000000915,Electronics,2026-04-12,"Computer Programs and Systems, Inc.",856.71,418
SUC-013,Wooden Children's Play Kitchen,0000000916,Toys,2026-01-03,PowerShares KBW Property & Casualty Insurance Portfolio,598.14,314
SUC-004,Balsamic Salad Dressing,0000000917,Food - Deli,2026-04-26,"Amazon.com, Inc.",230.88,252
SUC-008,Smartphone Tripod with Bluetooth Remote,0000000918,Photography,2025-07-13,Great Ajax Corp.,264.44,959
SUC-011,Cheese Stuffed Jalapenos,0000000919,Food - Snacks,2025-09-08,Synaptics Incorporated,373.67,830
SUC-016,USB Flash Drive,0000000920,Storage,2025-04-04,"Burlington Stores, Inc.",942.46,3
SUC-030,Smoky BBQ Jackfruit,0000000921,Food - Grocery,2026-08-09,Capital One Financial Corporation,761.68,275
SUC-006,Graphic Tee,0000000922,Clothing,2026-05-18,Lennar Corporation,48.58,673
SUC-020,Rustic Italian Breads,0000000923,Food - Bakery,2026-01-02,BB&T Corporation,409.22,830
SUC-029,Carrot and Celery Sticks,0000000924,Food - Produce,2025-10-21,"Dynex Capital, Inc.",604.64,635
SUC-025,Bike Repair Tool Kit,0000000925,Outdoor,2025-06-04,"Dominion Energy, Inc.",393.31,775
SUC-012,Vegetable Chips,0000000926,Food - Snacks,2025-09-29,General Finance Corporation,19.96,801
SUC-012,Honey Sesame Cashews,0000000927,Food - Snacks,2026-03-06,Gogo Inc.,152.67,456
SUC-016,Shower Curtain Hooks,0000000928,Home,2025-10-27,Berkshire Hathaway Inc.,156.13,958
SUC-029,Ethically-Sourced Coffee Beans,0000000929,Food - Beverages,2025-04-30,"BioCryst Pharmaceuticals, Inc.",111.85,255
SUC-018,LED Strip Lights,0000000930,Home,2026-07-03,Spherix Incorporated,349.52,115
SUC-010,Buttermilk Pancakes,0000000931,Food - Breakfast,2025-07-25,"TSR, Inc.",124.02,540
SUC-024,Teriyaki Chicken Skewers,0000000932,Food - Meat,2026-10-28,First Trust Enhanced Short Maturity ETF,724.18,362
SUC-020,Outdoor Portable Fire Pit,0000000933,Outdoor,2025-08-03,AECOM,599.49,396
SUC-020,Acoustic Guitar,0000000934,Music,2026-05-04,Digi International Inc.,400.77,582
SUC-029,French Bread,0000000935,Food - Bakery,2025-12-31,"Quad Graphics, Inc",731.64,543
SUC-010,Quinoa Salad,0000000936,Food - Prepared Foods,2026-12-11,"First Financial Northwest, Inc.",220.27,416
SUC-011,Pet Training Pads,0000000937,Pets,2025-04-13,Neonode Inc.,743.3,431
SUC-002,Herbal Tea Infuser,0000000938,Kitchen,2026-01-30,"Ruth's Hospitality Group, Inc.",550.16,451
SUC-025,Puzzle Mat,0000000939,Toys,2025-11-23,TEGNA Inc.,674.78,401
SUC-007,Spinach Artichoke Dip,0000000940,Food - Snacks,2026-09-09,Digirad Corporation,711.82,367
SUC-003,Two-Tier Fruit Basket,0000000941,Home,2025-09-23,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,585.43,236
SUC-008,Glass Food Containers,0000000942,Kitchen,2026-02-26,China Rapid Finance Limited,756.54,435
SUC-025,Summer Tank Dress,0000000943,Clothing - Dresses,2026-11-20,Biohaven Pharmaceutical Holding Company Ltd.,430.68,255
SUC-020,Chunky Knit Sweater,0000000944,Clothing - Tops,2025-09-08,HSBC Holdings plc,997.32,503
SUC-006,Pumpkin Pie Spice,0000000945,Food - Baking,2026-07-12,GoDaddy Inc.,86.92,157
SUC-006,Chocolate Chip Cookie Mix,0000000946,Food - Baking,2025-07-14,Xplore Technologies Corp,737.13,960
SUC-016,Brownie Bites,0000000947,Food - Baked Goods,2025-05-28,"KCAP Financial, Inc.",244.89,120
SUC-002,Cinnamon Raisin Bread,0000000948,Food - Bakery,2026-05-14,"Beasley Broadcast Group, Inc.",48.78,323
SUC-022,Vegetable Spiralizer,0000000949,Kitchen,2025-05-21,DoubleLine Opportunistic Credit Fund,738.15,817
SUC-004,USB Flash Drive,0000000950,Storage,2026-08-12,"Triumph Bancorp, Inc.",993.26,843
SUC-019,Jennifer's Amazing Lip Balm Kit,0000000951,Beauty,2026-05-26,FutureFuel Corp.,773.46,343
SUC-022,Smart Thermostat with Wi-Fi,0000000952,Smart Home,2025-06-27,Unilever NV,706.06,231
SUC-023,Energy Bites,0000000953,Food - Snacks,2025-08-06,"PS Business Parks, Inc.",862.83,272
SUC-008,Whipped Cream Cheese,0000000954,Food - Dairy,2026-12-02,"Nuance Communications, Inc.",447.67,267
SUC-009,Veggie Burger Patties,0000000955,Food - Meat Substitutes,2026-02-22,FIRST REPUBLIC BANK,414.47,868
SUC-014,Honey Roasted Almonds,0000000956,Food - Snacks,2026-05-21,"Neuralstem, Inc.",542.28,784
SUC-010,Homestyle Chicken Noodle Soup,0000000957,Food - Canned Goods,2026-06-06,"Kura Oncology, Inc.",907.28,647
SUC-010,Outdoor Adventure Kit,0000000958,Outdoor,2025-12-10,"GTY Technology Holdings, Inc.",256.92,575
SUC-009,Fruit and Nut Medley,0000000959,Food - Snacks,2025-04-03,"Tableau Software, Inc.",964.32,42
SUC-006,Stainless Steel Grater,0000000960,Kitchen,2025-06-24,Strongbridge Biopharma plc,656.17,451
SUC-006,Maple Pecan Pancake Mix,0000000961,Food - Breakfast,2025-07-10,"KemPharm, Inc.",40.27,752
SUC-021,Children's Educational Puzzle,0000000962,Toys,2026-12-22,"Wheeler Real Estate Investment Trust, Inc.",812.87,43
SUC-026,Sea Salt Tortilla Chips,0000000963,Food - Snacks,2026-09-25,First Trust Large Cap Core AlphaDEX Fund,11.6,606
SUC-025,Miso Dressing,0000000964,Food - Dressings,2026-08-11,"Pernix Therapeutics Holdings, Inc.",436.01,121
SUC-007,Mini Cordless Vacuum Cleaner,0000000965,Home Appliances,2026-11-02,"Dicerna Pharmaceuticals, Inc.",982.3,187
SUC-020,Collapsible Colander,0000000966,Kitchen,2026-08-21,California Water  Service Group Holding,281.65,75
SUC-008,Arcade Game Machine,0000000967,Gaming,2026-10-27,RELX N.V.,48.44,909
SUC-025,Striped Long Sleeve Shirt,0000000968,Clothing - Shirts,2026-03-26,Invitation Homes Inc.,572.2,910
SUC-016,Smartphone Photography Tripod,0000000969,Electronics,2026-03-13,Schlumberger N.V.,935.29,873
SUC-010,Smart Light Switch,0000000970,Smart Home,2026-01-02,"FRONTEO, Inc.",992.54,922
SUC-014,Chipotle Lime Salsa,0000000971,Food - Condiments,2026-06-12,W.R. Grace & Co.,525.52,945
SUC-028,Chickpea Pancakes,0000000972,Food - Frozen,2025-04-06,"NewStar Financial, Inc.",730.23,878
SUC-005,Couscous Mix,0000000973,Food - Grains,2026-11-20,PowerShares DWA Financial Momentum Portfolio,867.7,416
SUC-015,Vegetarian Chili,0000000974,Food - Canned Goods,2026-11-26,Diamondrock Hospitality Company,71.26,639
SUC-008,Smartphone Projector Kit,0000000975,Electronics,2026-05-01,Occidental Petroleum Corporation,52.59,925
SUC-010,Portable Pet Pooper Scooper,0000000976,Pets,2026-07-11,Boulevard Acquisition Corp. II,179.18,831
SUC-023,BBQ Jackfruit,0000000977,Food - Prepared Foods,2026-11-21,Digimarc Corporation,488.05,266
SUC-005,Paprika,0000000978,Food - Spices,2026-09-15,First Trust NASDAQ Smartphone Index Fund,18.35,874
SUC-022,Beef Jerky,0000000979,Food - Snacks,2025-05-15,"CalAtlantic Group, Inc.",928.98,794
SUC-027,Indoor Plants,0000000980,Garden,2025-12-03,Arc Logistic Partners LP,798.54,21
SUC-006,Wrist Support Brace,0000000981,Health,2025-04-06,"Lincoln Electric Holdings, Inc.",561.65,127
SUC-026,Electric Wine Opener,0000000982,Kitchen,2026-06-30,CPS Technologies Corp.,671.3,224
SUC-013,Smoked Salmon,0000000983,Food - Seafood,2026-01-26,Allstate Corporation (The),398.84,221
SUC-007,Car Vacuum,0000000984,Automotive,2026-01-04,Eastern Company (The),202.14,510
